"id","system","bodyName","id64","edsmID","bodyID","type","subType","offset","distanceToArrival","isMainStar","isScoopable","isLandable","age","luminosity","absoluteMagnitude","solarMasses","solarRadius","gravity","earthMasses","radius","surfaceTemperature","surfacePressure","volcanismType","atmosphereType","terraformingState","orbitalPeriod","semiMajorAxis","orbitalEccentricity","orbitalInclination","argOfPeriapsis","rotationalPeriod","rotationalPeriodTidallyLocked","axialTilt","solidComposition","atmosphere","material","missingSkipCount","created_at","updated_at"
207,272,COL 173 SECTOR HR-M B23-3 B 7,1008813598244808060,2673210,28,Planet,High metal content world,2,2408.162598,,,1,,,,,,0.14580005918196007,0.003771,1025.7320625,299,,No volcanism,No atmosphere,Not terraformable,16.9862890625,0.07792551041971482,0.000132,-2.309328,81.270584,16.986294849537035,1,0.411195,"{""Rock"":67.3763,""Metal"":32.623799999999996,""Ice"":0}",,"{""Iron"":23.5893,""Nickel"":17.842,""Sulphur"":16.7901,""Carbon"":14.1187,""Manganese"":9.74214,""Phosphorus"":9.03904,""Zirconium"":2.7392,""Arsenic"":2.22538,""Cadmium"":1.83182,""Antimony"":1.05231,""Mercury"":1.0301}",,2018-11-30 02:06:20,2018-11-30 14:15:01
208,272,COL 173 SECTOR HR-M B23-3 C 1,1188957583339627780,2673256,33,Planet,High metal content world,2,2143.877441,,,1,,,,,,0.24148149596605264,0.016354,1659.7955,444,,Metallic Magma,No atmosphere,Not terraformable,0.8843866645023148,0.008413394616585275,0.000025,0.042146,130.880341,0.8843890154861112,1,0.397288,"{""Rock"":67.37490000000001,""Metal"":32.6251,""Ice"":0}",,"{""Iron"":21.1589,""Nickel"":16.0037,""Sulphur"":15.06,""Carbon"":12.6639,""Chromium"":9.51586,""Manganese"":8.73841,""Phosphorus"":8.10763,""Vanadium"":5.19589,""Tin"":1.36797,""Yttrium"":1.2638,""Mercury"":0.923974}",,2018-11-30 02:06:20,2018-11-30 14:15:01
209,272,COL 173 SECTOR HR-M B23-3 C 2,1224986380358591740,2673249,34,Planet,High metal content world,2,2148.34082,,,1,,,,,,0.2548903161383423,0.019103,1746.057875,424,,Minor Metallic Magma,No atmosphere,Not terraformable,1.0739917896412037,0.009576579514777812,0.000518,-0.088242,326.013672,1.0739946831597222,1,-0.269875,"{""Rock"":67.37490000000001,""Metal"":32.6251,""Ice"":0}",,"{""Iron"":22.0906,""Nickel"":16.7084,""Sulphur"":15.7231,""Carbon"":13.2215,""Manganese"":9.12317,""Phosphorus"":8.46462,""Zinc"":6.00339,""Germanium"":4.65987,""Tin"":1.4282,""Ruthenium"":1.36423,""Tungsten"":1.21299}",,2018-11-30 02:06:20,2018-11-30 14:15:01
210,272,COL 173 SECTOR HR-M B23-3 C 5,1333072771415483650,2673316,37,Planet,High metal content world,2,2155.164307,,,1,,,,,,0.35507811367782605,0.049094,2371.5745,240,,No volcanism,No atmosphere,Not terraformable,15.872232349537038,0.057672459799255685,0.000231,0.029023,9.752868,15.872275752314815,1,-0.242311,"{""Rock"":67.37570000000001,""Metal"":32.6243,""Ice"":0}",,"{""Iron"":23.5786,""Nickel"":17.8339,""Sulphur"":16.7824,""Carbon"":14.1122,""Manganese"":9.73772,""Phosphorus"":9.03489,""Zirconium"":2.73796,""Arsenic"":2.22435,""Niobium"":1.61147,""Tungsten"":1.2947,""Antimony"":1.05183}",,2018-11-30 02:06:20,2018-11-30 14:15:01
211,273,COL 173 SECTOR HS-S D4-77 BC 4 A,864693784867228030,7395043,24,Planet,Rocky body,3,2807.150879,,,1,,,,,,0.056653731358287655,0.000331,487.5108125,332,,Minor Silicate Vapour Geysers,No atmosphere,Not terraformable,1.4152071578472223,0.0017141988371897328,0.001963,0.650125,313.856842,-1.4152240668402778,,-3.141302,"{""Rock"":90.97659999999999,""Metal"":9.023399999999999,""Ice"":0}",,"{""Iron"":19.3436,""Sulphur"":18.7899,""Carbon"":15.8003,""Nickel"":14.6307,""Phosphorus"":10.1156,""Chromium"":8.69948,""Germanium"":5.57468,""Selenium"":2.94077,""Cadmium"":1.50212,""Tellurium"":1.44385,""Tin"":1.15891}",,2018-11-30 02:06:20,2018-11-30 14:15:05
212,274,COL 173 SECTOR HU-D C13-2 A 1,180144620313645760,6323106,5,Planet,High metal content world,2,303.215515,,,1,,,,,,0.2172620154036869,0.011973,1497.24925,241,,No volcanism,No atmosphere,,206.26877314814814,0.6075722156652327,0.000138,-0.007828,90.505302,2.8386508969907407,,0.081937,"{""Rock"":66.9524,""Metal"":33.0476,""Ice"":0}",,"{""Iron"":21.956,""Nickel"":16.6066,""Sulphur"":15.468,""Carbon"":13.007,""Chromium"":9.87432,""Phosphorus"":8.32729,""Zinc"":5.96681,""Germanium"":4.58563,""Molybdenum"":1.43371,""Tin"":1.41885,""Ruthenium"":1.35592}",,2018-11-30 02:06:20,2018-11-30 14:15:09
213,275,COL 173 SECTOR IJ-G B27-1 A 1,252204460921267584,1149360,7,Planet,High metal content world,2,84.455917,,,1,,,,,,0.29789872219790847,0.028962,1988.678,219,,No volcanism,No atmosphere,Not terraformable,46.97775752314815,0.16923906679642334,0.000262,0.021883,286.24295,-46.97788194444445,,2.792408,"{""Rock"":65.4696,""Metal"":34.5304,""Ice"":0}",,"{""Iron"":24.6646,""Nickel"":18.6553,""Sulphur"":17.2147,""Carbon"":14.4758,""Phosphorus"":9.26765,""Zinc"":6.70292,""Zirconium"":2.86407,""Arsenic"":2.28042,""Cadmium"":1.91532,""Mercury"":1.07706,""Technetium"":0.882154}",,2018-11-30 02:06:20,2018-11-30 14:15:13
214,276,COL 173 SECTOR IL-M C8-5 4 A,,12433586,,Planet,Rocky body,2,707.541382,,,1,,,,,,0.18784333076757262,0.011355,1568.12325,213,,Major Silicate Vapour Geysers,No atmosphere,,0.7751053421643519,0.003118332084655801,0.00002,-5.846154,183.487854,0.7751097728587963,1,-0.057146,,,"{""Iron"":19.0263,""Sulphur"":18.8223,""Carbon"":15.8276,""Nickel"":14.3907,""Phosphorus"":10.1331,""Chromium"":8.55678,""Zinc"":5.17065,""Vanadium"":4.67221,""Cadmium"":1.47748,""Molybdenum"":1.24241,""Technetium"":0.680495}",,2018-11-30 02:06:20,2018-11-30 14:15:17
215,277,COL 173 SECTOR IV-F B27-1 A 1 A,360290857346672000,7065348,10,Planet,Rocky body,3,80.480072,,,1,,,,,,0.05193093265007676,0.000237,430.869375,294,,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.7756005859375,0.000034528813651088954,,72.636154,10.027226,0.8076908818055556,1,-0.436591,"{""Rock"":85.97749999999999,""Metal"":14.022499999999999,""Ice"":0}",,"{""Iron"":20.3401,""Sulphur"":18.1759,""Nickel"":15.3844,""Carbon"":15.2841,""Phosphorus"":9.78513,""Chromium"":9.14764,""Zinc"":5.52769,""Arsenic"":2.38046,""Niobium"":1.39014,""Molybdenum"":1.3282,""Ruthenium"":1.25613}",,2018-11-30 02:06:20,2018-11-30 14:15:21
216,278,COL 173 SECTOR JB-F B27-1 A 4,288233261429433730,2752771,8,Planet,High metal content world,2,106.810791,,,1,,,,,,0.3955477522702134,0.065798,2601.30575,283,0.0000990775622995312,No volcanism,No atmosphere,Not terraformable,55.38197337962963,0.21393080023297417,0.001719,0.263569,162.783585,55.382158564814816,1,0.416053,"{""Rock"":66.71679999999999,""Metal"":33.2832,""Ice"":0}",,"{""Iron"":22.6202,""Nickel"":17.1089,""Sulphur"":15.8229,""Carbon"":13.3054,""Chromium"":10.173,""Phosphorus"":8.51837,""Vanadium"":5.55472,""Selenium"":2.47642,""Niobium"":1.54597,""Molybdenum"":1.47708,""Ruthenium"":1.39694}",,2018-11-30 02:06:20,2018-11-30 14:15:25
217,278,COL 173 SECTOR JB-F B27-1 BC 3,504406043543217540,2752917,14,Planet,High metal content world,2,1343.727783,,,1,,,,,,0.23761059237224072,0.015447,1626.199,273,,No volcanism,No atmosphere,Not terraformable,17.753504050925926,0.08726734349167445,0.001341,0.011661,290.61145,17.75352141203704,1,-0.114829,"{""Rock"":66.7176,""Metal"":33.2824,""Ice"":0}",,"{""Iron"":22.5211,""Nickel"":17.034,""Sulphur"":15.7538,""Carbon"":13.2473,""Manganese"":9.30099,""Phosphorus"":8.48114,""Vanadium"":5.5304,""Germanium"":4.6989,""Tin"":1.45522,""Antimony"":0.993697,""Mercury"":0.98346}",,2018-11-30 02:06:20,2018-11-30 14:15:25
218,279,COL 173 SECTOR JI-J B25-0 AB 2,252202262703121760,15158903,7,Planet,High metal content world,2,56.102554,,,1,,,,,,0.25545994238144065,0.019172,1747.257125,242,,Major Rocky Magma,No atmosphere,,1.3208851454050927,0.00007674736910543474,0.016875,-8.321378,332.035034,1.6855027488425927,1,-0.467855,"{""Rock"":67.1986,""Metal"":32.801399999999994,""Ice"":0}",,"{""Iron"":21.7903,""Nickel"":16.4812,""Sulphur"":15.4839,""Carbon"":13.0204,""Chromium"":9.79981,""Phosphorus"":8.33587,""Zinc"":5.92178,""Vanadium"":5.35093,""Molybdenum"":1.42289,""Tungsten"":1.1965,""Tellurium"":1.19642}",,2018-11-30 02:06:20,2018-11-30 14:15:29
219,280,COL 173 SECTOR JP-D C13-14 A 4,288234309905388220,24582421,8,Planet,High metal content world,2,367.317596,,,1,,,,,,0.26300112427545447,0.020979,1801.35,293,,No volcanism,No atmosphere,Not terraformable,251.70425925925926,0.7361355480041601,0.000119,2.028716,234.278046,2.785403103298611,,-0.396782,"{""Rock"":67.6093,""Metal"":32.3907,""Ice"":0}",,"{""Iron"":22.047,""Nickel"":16.6754,""Sulphur"":15.8061,""Carbon"":13.2913,""Manganese"":9.10518,""Phosphorus"":8.50929,""Zinc"":5.99154,""Germanium"":4.6651,""Cadmium"":1.71205,""Tungsten"":1.2106,""Antimony"":0.986549}",,2018-11-30 02:06:20,2018-11-30 14:15:33
220,281,COL 173 SECTOR JX-K B24-0 B 2,828663015543350660,6226624,23,Planet,High metal content world,2,659.647522,,,1,,,,,,0.21122069046962216,0.011053,1459.003625,294,,No volcanism,No atmosphere,Not terraformable,3.959784794560185,0.02285551931990166,0.000016,0.000832,250.185089,3.9157208478009258,1,-0.413179,"{""Rock"":67.06060000000001,""Metal"":32.9394,""Ice"":0}",,"{""Iron"":23.1435,""Nickel"":17.5047,""Sulphur"":16.4098,""Carbon"":13.7989,""Manganese"":9.55801,""Phosphorus"":8.8343,""Germanium"":4.84385,""Arsenic"":2.16624,""Niobium"":1.58173,""Molybdenum"":1.51125,""Polonium"":0.647738}",,2018-11-30 02:06:20,2018-11-30 14:15:37
221,281,COL 173 SECTOR JX-K B24-0 B 4,936749406600242560,6226723,26,Planet,High metal content world,2,684.384155,,,1,,,,,,0.2936797261611636,0.028369,1982.30075,248,,No volcanism,No atmosphere,Not terraformable,9.078588686342593,0.039739483270599785,0.005665,0.010268,312.078491,9.023276909722222,1,-1.154068,"{""Rock"":66.7347,""Metal"":33.265299999999996,""Ice"":0}",,"{""Iron"":22.4395,""Nickel"":16.9723,""Sulphur"":15.8578,""Carbon"":13.3348,""Chromium"":10.0918,""Phosphorus"":8.53716,""Zinc"":6.09822,""Zirconium"":2.60569,""Cadmium"":1.74253,""Yttrium"":1.34028,""Mercury"":0.979897}",,2018-11-30 02:06:20,2018-11-30 14:15:37
222,281,COL 173 SECTOR JX-K B24-0 B 4 A,972778203619206530,6226648,27,Planet,Rocky body,3,659.46875,,,1,,,,,,0.06609107751305655,0.000487,547.49175,248,,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.2996735297337963,0.000038783740522852244,,-51.45153,337.916748,0.3022349039699074,1,-0.338745,"{""Rock"":86.0444,""Metal"":13.9556,""Ice"":0}",,"{""Iron"":21.7724,""Sulphur"":19.4726,""Nickel"":16.4677,""Carbon"":16.3744,""Phosphorus"":10.4832,""Germanium"":5.74793,""Selenium"":3.04762,""Zirconium"":2.52822,""Tellurium"":1.48873,""Molybdenum"":1.42172,""Tungsten"":1.19552}",,2018-11-30 02:06:20,2018-11-30 14:15:37
223,282,COL 173 SECTOR KN-J B25-5 C 3,1585278748326438140,2387805,44,Planet,High metal content world,2,10953.62207,,,1,,,,,,0.1446314685256058,0.003662,1014.874375,291,,Minor Silicate Vapour Geysers,No atmosphere,Not terraformable,1.43139313875,0.010800996514451058,0.001683,0.136288,222.250702,1.4313941333912037,1,0.33286,"{""Rock"":67.0098,""Metal"":32.990199999999994,""Ice"":0}",,"{""Iron"":23.4508,""Nickel"":17.7372,""Sulphur"":16.626,""Carbon"":13.9807,""Manganese"":9.68495,""Phosphorus"":8.95071,""Zirconium"":2.72312,""Selenium"":2.60211,""Tin"":1.50844,""Ruthenium"":1.44824,""Tungsten"":1.28769}",,2018-11-30 02:06:20,2018-11-30 14:15:41
224,283,COL 173 SECTOR KP-T B34-8 B 2,432363841863689660,2610495,12,Planet,High metal content world,2,360.100403,,,1,,,,,,0.15487535033575442,0.004455,1081.725875,278,,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.4042313639351852,0.000015863870514301377,0.124795,-4.801581,4.381987,0.5735172526041666,1,-0.325752,"{""Rock"":66.7583,""Metal"":33.2417,""Ice"":0}",,"{""Iron"":24.5357,""Nickel"":18.5578,""Sulphur"":17.2875,""Carbon"":14.537,""Phosphorus"":9.30683,""Vanadium"":6.02511,""Selenium"":2.70564,""Arsenic"":2.27675,""Cadmium"":1.90531,""Ruthenium"":1.51523,""Tungsten"":1.34725}",,2018-11-30 02:06:20,2018-11-30 14:15:45
225,284,COL 173 SECTOR KS-J D9-37 A 5 A,540433237424441730,7239122,15,Planet,Rocky body,3,2170.717041,,,1,,,,,,0.04730290454942585,0.000195,409.50378125,204,,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.3890675636574074,0.000005422375390133143,0.160089,8.197324,215.26947,0.18439186378472222,,0.119537,"{""Rock"":91.1949,""Metal"":8.805100000000001,""Ice"":0}",,"{""Iron"":19.7252,""Sulphur"":19.4434,""Carbon"":16.3498,""Nickel"":14.9193,""Phosphorus"":10.4675,""Manganese"":8.14629,""Vanadium"":4.84381,""Zirconium"":2.2905,""Niobium"":1.34811,""Molybdenum"":1.28804,""Yttrium"":1.17816}",,2018-11-30 02:06:20,2018-11-30 14:15:50
226,284,COL 173 SECTOR KS-J D9-37 A 5 B,576462034443405700,7239136,16,Planet,Rocky body,3,2170.715332,,,1,,,,,,0.04699246890350576,0.000191,406.6184375,204,,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.3890675636574074,0.000005539023942136898,0.160089,8.197324,35.26947,0.5473200141087963,1,-0.227589,"{""Rock"":91.1949,""Metal"":8.805100000000001,""Ice"":0}",,"{""Iron"":19.5018,""Sulphur"":19.2232,""Carbon"":16.1647,""Nickel"":14.7504,""Phosphorus"":10.349,""Germanium"":5.6665,""Zinc"":5.29987,""Vanadium"":4.78897,""Cadmium"":1.51441,""Tellurium"":1.46764,""Molybdenum"":1.27346}",,2018-11-30 02:06:20,2018-11-30 14:15:50
227,285,COL 173 SECTOR KT-G B40-2 A 3,252206663702291936,8784528,7,Planet,High metal content world,2,23.723927,,,1,,,,,,0.4124771198266576,0.073801,2697.837,291,0.000534367915124599,No volcanism,No atmosphere,,8.157921730324073,0.04750355698745918,0.000917,0.003142,66.007057,-8.15794921875,,-1.628211,"{""Rock"":66.5681,""Metal"":33.4319,""Ice"":0}",,"{""Iron"":22.9951,""Nickel"":17.3925,""Sulphur"":16.2244,""Carbon"":13.6431,""Manganese"":9.49674,""Phosphorus"":8.73453,""Germanium"":4.83726,""Zirconium"":2.6702,""Cadmium"":1.78567,""Niobium"":1.57159,""Polonium"":0.648883}",,2018-11-30 02:06:20,2018-11-30 14:15:53
228,286,COL 173 SECTOR KY-Q D5-13 14 A,2558045045718501900,2233332,71,Planet,Rocky Ice world,2,4787.686523,,,1,,,,,,0.05541166626346499,0.000408,547.2855625,222,,Metallic Magma,No atmosphere,Not terraformable,0.945184642650463,0.0042595001988888605,0.000008,0.003354,239.69104,0.9158874963888889,1,0.131459,"{""Rock"":77.70660000000001,""Ice"":14.7312,""Metal"":7.5622}",,"{""Sulphur"":20.3805,""Iron"":17.5491,""Carbon"":17.1379,""Nickel"":13.2734,""Phosphorus"":10.972,""Chromium"":7.89241,""Germanium"":5.07514,""Vanadium"":4.30945,""Cadmium"":1.36277,""Ruthenium"":1.08377,""Tungsten"":0.963622}",,2018-11-30 02:06:20,2018-11-30 14:15:57
229,286,COL 173 SECTOR KY-Q D5-13 14 B,2594073842737465900,2233364,72,Planet,Rocky Ice world,2,4788.922363,,,1,,,,,,0.052346745529451906,0.000344,517.03375,201,,Minor Silicate Vapour Geysers,No atmosphere,Not terraformable,1.4344282588310187,0.005625141454637028,0.000047,-0.00512,329.805542,1.4007826063425926,1,-0.251073,"{""Rock"":77.70660000000001,""Ice"":14.7312,""Metal"":7.5622}",,"{""Sulphur"":21.5922,""Iron"":18.5924,""Carbon"":18.1568,""Nickel"":14.0625,""Phosphorus"":11.6243,""Germanium"":5.37687,""Zinc"":5.05273,""Zirconium"":2.15897,""Molybdenum"":1.21408,""Ruthenium"":1.1482,""Tungsten"":1.02091}",,2018-11-30 02:06:20,2018-11-30 14:15:57
230,287,COL 173 SECTOR KY-Q D5-26 6 A,1080864814617577860,2590237,30,Planet,Rocky body,2,1350.969849,,,1,,,,,,0.16167997003744955,0.007342,1359.138125,274,,Metallic Magma,No atmosphere,Not terraformable,0.9309060329861111,0.003348754187849547,0.000032,0.009842,256.161591,0.9309187825578704,1,0.349186,"{""Rock"":91.235,""Metal"":8.7651,""Ice"":0}",,"{""Iron"":19.5701,""Sulphur"":19.3057,""Carbon"":16.2341,""Nickel"":14.802,""Phosphorus"":10.3933,""Chromium"":8.80132,""Zinc"":5.31842,""Zirconium"":2.27249,""Cadmium"":1.51971,""Molybdenum"":1.27792,""Polonium"":0.504995}",,2018-11-30 02:06:20,2018-11-30 14:16:01
231,288,COL 173 SECTOR KY-Q D5-47 8 C,864692754058299780,215361,24,Planet,Rocky body,2,1015.578308,,,1,,,,,,0.1474413188056586,0.005594,1242.327625,229,,No volcanism,No atmosphere,Not terraformable,8.510914351851852,0.009891221854135655,0.002161,0.648771,53.096935,8.51109302662037,1,0.154195,"{""Rock"":91.0457,""Metal"":8.9543,""Ice"":0}",,"{""Iron"":20.3439,""Sulphur"":19.8624,""Carbon"":16.7023,""Nickel"":15.3873,""Phosphorus"":10.6931,""Germanium"":5.85968,""Vanadium"":4.99575,""Arsenic"":2.62053,""Niobium"":1.3904,""Ruthenium"":1.25636,""Mercury"":0.888384}",,2018-11-30 02:06:20,2018-11-30 14:16:05
232,288,COL 173 SECTOR KY-Q D5-47 9 A,1188951927228975360,246326,33,Planet,Rocky body,2,1443.10022,,,1,,,,,,0.13187077146687223,0.004034,1115.522125,277,,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.8477486617476852,0.0031238418956988537,0.000644,-0.697309,138.517532,0.8067300528125001,1,-0.231764,"{""Rock"":91.0457,""Metal"":8.9543,""Ice"":0}",,"{""Iron"":20.7817,""Sulphur"":20.2899,""Carbon"":17.0617,""Nickel"":15.7184,""Phosphorus"":10.9232,""Germanium"":5.9858,""Selenium"":3.17555,""Arsenic"":2.67693,""Yttrium"":1.24127,""Tin"":1.23785,""Mercury"":0.907504}",,2018-11-30 02:06:20,2018-11-30 14:16:05
233,288,COL 173 SECTOR KY-Q D5-47 9 D,1297038318285867260,394953,36,Planet,Rocky body,2,1440.523804,,,1,,,,,,0.1528725651481827,0.006218,1286.308375,243,,No volcanism,No atmosphere,Not terraformable,3.1004893663194446,0.007415341480525498,0.001282,3.077639,44.613888,3.0395005063657408,1,-0.33222,"{""Rock"":91.0457,""Metal"":8.9543,""Ice"":0}",,"{""Iron"":21.0485,""Sulphur"":20.5504,""Carbon"":17.2808,""Nickel"":15.9202,""Phosphorus"":11.0635,""Vanadium"":5.16879,""Arsenic"":2.7113,""Zirconium"":2.44417,""Molybdenum"":1.37446,""Antimony"":1.28209,""Tungsten"":1.15578}",,2018-11-30 02:06:20,2018-11-30 14:16:05
234,289,COL 173 SECTOR KY-Q D5-9 1 A,504403478198602050,7393601,14,Planet,Rocky body,2,1404.064209,,,1,,,,,,0.1665270048520953,0.007937,1392.420375,217,,Metallic Magma,No atmosphere,Not terraformable,1.0496956380208333,0.0022089161460237283,0.001181,-0.193876,260.557922,0.9723451063425926,1,0.80357,"{""Rock"":90.67,""Metal"":9.33,""Ice"":0}",,"{""Iron"":19.7211,""Sulphur"":19.2001,""Carbon"":16.1453,""Nickel"":14.9162,""Phosphorus"":10.3365,""Chromium"":8.86922,""Vanadium"":4.84281,""Zirconium"":2.29002,""Tellurium"":1.46976,""Niobium"":1.34783,""Mercury"":0.861186}",,2018-11-30 02:06:20,2018-11-30 14:16:09
235,290,COL 173 SECTOR LB-W B31-0 C 1,1441152568623572480,2779641,40,Planet,High metal content world,2,225502.796875,,,1,,,,,,0.14846422119194946,0.003976,1043.75075,242,,Metallic Magma,No atmosphere,Not terraformable,0.970847529664352,0.007106144780174334,0.00002,0.095998,151.108597,0.9708507848726853,1,-0.227838,"{""Rock"":67.384,""Metal"":32.616,""Ice"":0}",,"{""Iron"":21.8392,""Nickel"":16.5182,""Sulphur"":15.5749,""Carbon"":13.0968,""Chromium"":9.8218,""Phosphorus"":8.38482,""Zinc"":5.93507,""Germanium"":4.58543,""Cadmium"":1.69591,""Ruthenium"":1.34871,""Tungsten"":1.19919}",,2018-11-30 02:06:20,2018-11-30 14:16:13
236,291,COL 173 SECTOR LJ-F C12-0 A 3,432345650093200060,2679067,12,Planet,High metal content world,2,36.814003,,,1,,,,,,1.8204729908176498,3.269972,8547.998,790,,Minor Metallic Magma,No atmosphere,Not terraformable,8.43611183449074,0.0737730902476007,0.000027,0.000336,151.128662,-8.450247395833333,,1.810654,"{""Rock"":66.55499999999999,""Metal"":33.445,""Ice"":0}",,"{""Iron"":21.0885,""Nickel"":15.9504,""Sulphur"":14.9994,""Carbon"":12.6129,""Chromium"":9.48419,""Manganese"":8.70933,""Phosphorus"":8.07501,""Vanadium"":5.1786,""Niobium"":1.44129,""Ruthenium"":1.30235,""Tungsten"":1.15797}",,2018-11-30 02:06:20,2018-11-30 14:16:17
237,291,COL 173 SECTOR LJ-F C12-0 B 6,1693353545756939010,5555041,47,Planet,High metal content world,2,159421.265625,,,1,,,,,,0.2232369770277618,0.013112,1545.738125,302,,No volcanism,No atmosphere,Not terraformable,29.50252314814815,0.1304059151424807,0.000449,0.022725,178.637085,29.50254050925926,1,0.514919,"{""Rock"":67.7333,""Metal"":32.2667,""Ice"":0}",,"{""Iron"":20.9108,""Nickel"":15.8161,""Sulphur"":15.0534,""Carbon"":12.6584,""Chromium"":9.40429,""Manganese"":8.63595,""Phosphorus"":8.1041,""Zinc"":5.68278,""Niobium"":1.42914,""Molybdenum"":1.36546,""Antimony"":0.939595}",,2018-11-30 02:06:20,2018-11-30 14:16:17
238,291,COL 173 SECTOR LJ-F C12-0 B 7,1765411139794866940,5554560,49,Planet,High metal content world,2,159447.671875,,,1,,,,,,0.22263578019963254,0.01301,1541.791625,243,,No volcanism,No atmosphere,Not terraformable,6.821056134259259,0.00012454548926945388,0.08222,-4.515482,254.49379,10.379565248842592,1,0.244185,"{""Rock"":67.7333,""Metal"":32.2667,""Ice"":0}",,"{""Iron"":21.1757,""Nickel"":16.0164,""Sulphur"":15.2441,""Carbon"":12.8187,""Chromium"":9.52343,""Manganese"":8.74536,""Phosphorus"":8.20678,""Germanium"":4.49936,""Cadmium"":1.64439,""Tin"":1.36825,""Technetium"":0.757371}",,2018-11-30 02:06:20,2018-11-30 14:16:17
239,292,COL 173 SECTOR LN-M B23-1 A 2,,12417537,,Planet,High metal content world,2,9.47852,,,1,,,,,,1.2520706668808106,1.367449,6665.3915,448,,Minor Metallic Magma,No atmosphere,,1.9719138816550925,0.01899467121225543,0.00001,0.004269,314.388672,-1.974900535300926,,-2.130241,,,"{""Iron"":23.5671,""Nickel"":17.8251,""Sulphur"":16.6111,""Carbon"":13.9682,""Chromium"":10.5989,""Phosphorus"":8.94267,""Zirconium"":2.73662,""Arsenic"":2.18911,""Niobium"":1.61068,""Tungsten"":1.29407,""Polonium"":0.656525}",,2018-11-30 02:06:20,2018-11-30 14:16:21
240,293,COL 173 SECTOR LT-Q D5-82 A 3,432348392404781380,15552742,12,Planet,High metal content world,2,614.415405,,,1,,,,,,0.39874610304635205,0.068065,2635.10675,277,0.0003803793239575623,No volcanism,No atmosphere,,422.30837962962966,1.2308194112284248,0.000672,0.651602,23.297508,0.8805423538773148,,-0.473715,"{""Rock"":67.4473,""Metal"":32.5526,""Ice"":0}",,"{""Iron"":22.7079,""Nickel"":17.1753,""Sulphur"":16.277,""Carbon"":13.6872,""Manganese"":9.37815,""Phosphorus"":8.7628,""Vanadium"":5.57628,""Selenium"":2.54748,""Cadmium"":1.76337,""Molybdenum"":1.48282,""Polonium"":0.641649}",,2018-11-30 02:06:20,2018-11-30 14:16:25
