id,systemName,region
3391,PRUA PHOE GH-T D4-117,
3392,PRUA PHOE JM-L D8-57,9
3393,PRUA PHOE KL-U C4-3,9
3394,PRUA PHOE KM-A C15-14,9
3395,PRUA PHOE LI-O C8-85,9
3396,PRUA PHOE MZ-L B26-14,9
3397,PRUA PHOE NM-J C10-15,9
3398,PRUA PHOE NP-Z C16-16,9
3399,PRUA PHOE OB-C C1-17,9
3400,PRUA PHOE OH-U D3-108,9
3401,PRUA PHOE OO-B B32-11,9
3402,PRUA PHOE PE-O D7-140,9
3403,PRUA PHOE PP-B B3-4,9
3404,PRUA PHOE PU-M D8-273,9
3405,PRUA PHOE QW-B C1-2,
3406,PRUA PHOE TK-M D8-361,9
3407,PRUA PHOE TS-B D135,9
3408,PRUA PHOE TS-B D252,9
3409,PRUA PHOE TS-B D43,9
3410,PRUA PHOE TS-B D56,
3411,PRUA PHOE TS-B D91,
3412,PRUA PHOE US-B D12,
3413,PRUA PHOE US-B D86,9
3414,PRUA PHOE US-B D93,9
3415,PRUA PHOE UT-Y D1-258,9
3416,PRUA PHOE VC-C C29-91,9
3417,PRUA PHOE VT-N C8-20,9
3418,PRUA PHOE VV-K D9-776,9
3419,PRUA PHOE WN-B D15,9
3420,PRUA PHOE WN-B D16,9
3421,PRUA PHOE WN-B D61,
3422,PRUA PHOE XD-A D1-171,9
3423,PRUA PHOE XL-H B1,9
3424,PRUA PHOE XY-A E45,9
3425,PRUA PHOE XY-Z D114,
3426,PRUA PHOE XY-Z D42,
3427,PRUA PHOE YY-Z D178,9
3428,PRUA PHOE ZS-F B58-55,9
3429,PRUA PHOEA QP-M B37-2,10
3430,PRUA PHOEA TO-O D7-2,10
3431,PRUA PRAU RV-Y B16-0,6
3432,PRUDGUIA FN-Q D6-3,31
3433,PRUE EOHM AW-C D6,
3434,PRUE FLYUAE AH-R C6-2,12
3435,PRUE FLYUAE AM-L D8-23,12
3436,PRUE FLYUAE OT-I D9-9,12
3437,PUEKAAE WZ-Y E20,9
3438,PUEKEE NR-B B27-42,10
3439,PUELAA FC-Z B16-3,10
3440,PUELAA KS-P B8-0,10
3441,PUPPIS DARK REGION B SECTOR DL-Y D17,
3442,PUWAAE IO-Z D13-0,
3443,PUWAAE ZW-A C27-0,24
3444,PUWEE LP-Z C13-1,40
3445,PUWEE RD-K D8-2,40
3446,PUWEE VS-U D2-5,40
3447,PW CEPHEI,
3448,PW2010 112,18
3449,PW2010 138,18
3450,PW2010 187,18
3451,PW2010 207,18
3452,PW2010 210,18
3453,PW2010 242,18
3454,PW2010 299,18
3455,PW2010 305,18
3456,PW2010 332,18
3457,PW2010 398,18
3458,PW2010 423,18
3459,PW2010 457,18
3460,PW2010 98,18
3461,PYRA EOP DS-H D11-0,24
3462,PYRALEAU DB-U D4-93,18
3463,PYRALEAU VS-Z B2-1,
3464,PYRALEAU WZ-O B9-0,18
3465,PYRAMOE AH-P B11-0,18
3466,PYRAMOE AH-P B11-4,18
3467,PYRAMOE AM-T D4-87,18
3468,PYRAMOE BD-N C9-3,18
3469,PYRAMOE BM-K D9-55,18
3470,PYRAMOE BO-U C5-28,18
3471,PYRAMOE BZ-B C15-21,18
3472,PYRAMOE DM-T D4-90,18
3473,PYRAMOE DN-I D10-66,18
3474,PYRAMOE DR-V D2-15,18
3475,PYRAMOE EZ-B C15-7,18
3476,PYRAMOE FN-N B12-1,18
3477,PYRAMOE FW-V E2-25,18
3478,PYRAMOE GB-Z B32-5,18
3479,PYRAMOE GO-G D11-19,18
3480,PYRAMOE GZ-S B9-2,18
3481,PYRAMOE HS-R D5-124,18
3482,PYRAMOE ID-Z D1-224,18
3483,PYRAMOE JP-S C6-14,18
3484,PYRAMOE KF-R C7-1,18
3485,PYRAMOE KR-Z B18-5,18
3486,PYRAMOE LX-T E3-3,18
3487,PYRAMOE MI-B D2,18
3488,PYRAMOE MM-W C17-13,18
3489,PYRAMOE OO-D C14-3,18
3490,PYRAMOE QQ-Y C16-21,18
3491,PYRAMOE RV-Y B6-10,18
3492,PYRAMOE SC-N C9-1,18
3493,PYRAMOE TT-H D10-15,18
3494,PYRAMOE UK-V D3-137,18
3495,PYRAMOE UK-V D3-63,18
3496,PYRAMOE VO-Z E8,18
3497,PYRAMOE WE-Z E1,18
3498,PYRAMOE WV-C D73,18
3499,PYRAMOE WV-C D74,18
3500,PYRAMOE WY-B C15-11,18
3501,PYRAMOE XO-A C16-20,18
3502,PYRAMOE YE-A F0,18
3503,PYRAMOE YK-A B32-4,18
3504,PYRAMOE ZD-B D17,18
3505,PYRIA THUA EB-O C6-0,24
3506,PYRIA THUA KO-Z D13-1,40
3507,PYRIA THUA PW-N D6-2,40
3508,PYRIE EURK MR-C C26-0,40
3509,PYRIE EURK RR-N D6-5,40
3510,PYRIE EURK UD-T E3-0,40
3511,PYRIVEAE DE-Y B47-4,24
3512,PYRIVIAE DM-G B16-0,25
3513,PYRIVO AW-C D66,24
3514,PYRIVO CL-Y G11,24
3515,PYRIVO EW-H C12-3,24
3516,PYRIVO QU-V D3-116,24
3517,PYRIVU EK-L C22-1,24
3518,PYRU THEIA SF-W C15-0,40
3519,PYTHAICS CV-W D2-3231,
3520,PYTHAICS VK-V D3-490,2
3521,PYTHAICS VZ-X B34-37,2
3522,PYULT DY-G D11-15,34
3523,PYULT FR-C D0,
3524,PYURKS FN-U C19-9,34
3525,PYURKS PQ-N C23-11,34
3526,QIEDAO TL-F C14-2,31
3527,QIEDEA BM-K D9-27,
3528,QIEDEA UZ-M D8-25,33
3529,QIEDEAU GL-H C25-4,
3530,QIEDEAU JI-Q D6-58,
3531,QIEDIA BR-C D1,31
3532,QIEDUIA AA-A H21,33
3533,QIEDUIA GZ-M D8-36,33
3534,QIEDUIA HK-G B2-1,33
3535,QIEDUIA NE-E D13-84,33
3536,QIEDUIA NS-N B12-2,33
3537,QIEDUIA UF-L D9-88,33
3538,QIEFUA UL-K B55-0,34
3539,QOSOA WU-E D12-4,13
3540,R CRA SECTOR EC-L B8-0,
3541,R CRA SECTOR LS-T C3-3,18
3542,RATRAII,9
3543,RHUEDGIE KN-T E3-721,3
3544,RIDGOI YF-O D6-0,29
3545,ROSETTE SECTOR CQ-Y D100,34
3546,ROSETTE SECTOR CQ-Y D55,34
3547,ROSETTE SECTOR CQ-Y D56,34
3548,ROSETTE SECTOR CQ-Y D94,34
3549,ROSETTE SECTOR EB-X C1-12,
3550,ROSETTE SECTOR EL-Y D15,
3551,ROSETTE SECTOR FB-X C1-1,34
3552,ROSETTE SECTOR GW-W D1-2,34
3553,ROSETTE SECTOR GW-W D1-21,
3554,ROSETTE SECTOR GW-W D1-34,34
3555,ROSETTE SECTOR GW-W D1-59,34
3556,ROSETTE SECTOR JH-V C2-13,34
3557,ROSETTE SECTOR NN-T C3-14,34
3558,ROSETTE SECTOR YE-A E19,34
3559,ROSS 418,18
3560,ROSS 558,18
3561,ROSS 859,18
3562,ROTHAAE JX-Z C27-3,
3563,ROTHAEI MC-B D1-2420,
3564,ROTHEAU HB-F D11-1,
3565,ROTHEAU OR-V D2-3,
3566,ROTHEAU WT-I D9-1,
3567,RUEKO GN-B D13-63,
3568,RUGAI,18
3569,RUNNING MAN SECTOR CG-X C1-0,
3570,RUNNING MAN SECTOR CQ-Y D14,18
3571,RUNNING MAN SECTOR CQ-Y D8,18
3572,RUNNING MAN SECTOR DB-X D1-4,
3573,RUNNING MAN SECTOR GM-U B3-0,18
3574,RUNNING MAN SECTOR GM-V C2-1,
3575,RUNNING MAN SECTOR KD-R B5-0,18
3576,RUNNING MAN SECTOR WF-N B7-0,18
3577,RUVOEA BL-P E5-0,26
3578,S171 12,33
3579,S171 18,33
3580,S171 19,33
3581,S171 30,33
3582,S171 37,33
3583,S171 42,33
3584,S171 43,33
3585,S171 5,33
3586,S171 6,33
3587,SADR REGION SECTOR DB-X C1-17,18
3588,SADR REGION SECTOR FB-X C1-22,
3589,SADR REGION SECTOR NX-U C2-22,18
3590,SCHADGAA LW-N C6-0,31
3591,SCHADGAA QS-U D2-3,31
3592,SCHADGAA QS-U D2-4,31
3593,SCHADGOEA DW-E D11-2,
3594,SCHADGOEA WL-B C27-0,
3595,SCHADGUA EN-S C17-0,31
3596,SCHADGUA JF-L B35-0,31
3597,SCHADGUA KF-L B35-0,31
3598,SCHADGUA LD-K D8-0,31
3599,SCHADGUA ND-K D8-10,31
3600,SCHAFAEI AR-M C7-2,
3601,SCHAFEA AA-A E1,31
3602,SCHAFEA AE-D C14-0,31
3603,SCHAFEA BA-A E3,31
3604,SCHAFEA EA-A D42,31
3605,SCHAFEA FG-Y G1,31
3606,SCHAFEA IQ-A C15-0,31
3607,SCHAFEA JV-Y D7,31
3608,SCHAFEA KM-W E1-8,31
3609,SCHAFEA RY-S C19-0,31
3610,SCHAFEA ZE-A E3,31
3611,SCHAFEAU MK-I C9-3,31
3612,SCHAFEAU OA-Y C14-2,31
3613,SCHAFU IW-E D11-0,31
3614,SCHAFUIA CG-W C15-2,31
3615,SCHAO PLOE CT-O D7-1,
3616,SCHAO PLOE HZ-M D8-4,
3617,SCHAO PLOE IN-S C20-0,
3618,SCHEAU BLAO DW-N E6-195,
3619,SCHEAU BLAO KY-Z D13-1073,
3620,SCHEAU BLAO KY-Z D13-504,
3621,SCHEAU BLAO KY-Z D13-506,
3622,SCHEAU BLAO KY-Z D13-578,
3623,SCHEAU BYOE WJ-Y D1-1180,
3624,SCHEAU BYOE XJ-P D6-1171,
3625,SCHEAU BYOE XJ-P D6-2474,
3626,SCHEAU EAEC LS-L C23-0,31
3627,SCHEAU HYPA EK-C D14-0,
3628,SCHEAU PHIO OP-T C5-0,34
3629,SCHEAU PHOE BX-Z B47-1,
3630,SCHEAU PHOE CM-J D10-16,
3631,SCHEAU PHOE NB-M C24-7,
3632,SCHEAU PHOE QZ-D D13-70,
3633,SCHEAU PHOE RC-K C25-11,
3634,SCHEAU PHOE RU-D D13-15,
3635,SCHEAU PHOE YG-R C6-0,33
3636,SCHEAU PLOE EW-C D613,2
3637,SCHEE BLI FG-Y G516,
3638,SCHEE EAEC AR-U D3-2,33
3639,SCHEE EAEC GC-R C6-0,33
3640,SCHEE EAEC GT-N C8-0,33
3641,SCHEE EAEC IU-L C9-0,33
3642,SCHEE EAEC JI-P C7-0,33
3643,SCHEE HYPA VV-C C29-0,31
3644,SCHIGNIO EL-Y E5,14
3645,SCOAGIAE BM-J B39-1,13
3646,SCOAGIAE CY-W C16-5,13
3647,SCORPII SECTOR DL-Y D107,18
3648,SCREAGI BJ-B D0,18
3649,SCREAKAO JH-U E3-1164,2
3650,SCREAKAO NX-R D5-1863,2
3651,SCREAKAO NX-S C17-1645,2
3652,SCREAKAO ON-W C4-20,2
3653,SCREAKAO PS-X C3-96,2
3654,SCREAKAO RT-O D7-948,2
3655,SCREAKAO TI-A D1-4890,2
3656,SCREAKAO ZE-A G696,2
3657,SEAGULL SECTOR HW-W C1-2,34
3658,SEAGULL SECTOR KC-V C2-0,34
3659,SEAGULL SECTOR LC-V C2-7,34
3660,SEAGULL SECTOR MX-U C2-1,34
3661,SEAGULL SECTOR QD-T C3-5,34
3662,SEGNAO IH-S D5-1407,7
3663,SEGNAO LN-Q D6-2083,7
3664,SEGNAO MN-Q D6-5231,
3665,SEGNAO UU-I C12-277,7
3666,SEGNAO YA-H C13-238,
3667,SEGO,18
3668,SHAPSUGS,
3669,SHAULAU XV-E B25-28,8
3670,SHEELA NA GIG,18
3671,SHINRARTA DEZHRA,18
3672,SHROGAAE AP-Q D5-525,
3673,SHROGAAE EB-W C2-272,
3674,SHROGAAE EO-U B3-131,2
3675,SHROGAAE EV-O D6-2434,2
3676,SHROGAAE EV-O D6-2507,2
3677,SHROGAAE EV-O D6-2534,2
3678,SHROGAAE HA-A E2274,
3679,SHROGAAE HA-A E5471,
3680,SHROGAAE IL-F C11-449,2
3681,SHROGAAE JK-A D2822,
3682,SHROGAAE KK-A D423,
3683,SHROGAAE KK-A D983,2
3684,SHROGAAE MH-U D3-1171,
3685,SHROGAAE NG-P B6-136,2
3686,SHROGAAE NH-V E2-138,
3687,SHROGAAE OQ-Y D1863,
3688,SHROGAAE QL-O C6-124,2
3689,SHROGAAE QZ-O D6-962,
3690,SHROGAAE RN-T E3-2269,
3691,SHROGAAE TU-G D10-2066,
3692,SHROGAAE UU-A C43,2
3693,SHROGAAE UX-G C24-347,2
3694,SHROGAAE VU-A C19,
3695,SHROGAAE VU-A C484,
3696,SHROGAAE VU-A C518,
3697,SHROGAAE VU-A C645,
3698,SHROGAAE VV-Z B26,
3699,SHROGAAE WF-Z C749,2
3700,SHROGAAE YO-U A4-0,2
3701,SHROGAAE ZE-I B10-47,2
3702,SHROGAAE ZK-P E5-8913,2
3703,SHROGAEI FS-P C7-324,2
3704,SHROGAEI HR-V E2-7758,2
3705,SHROGAEI OF-E D12-5270,2
3706,SHROGAEI UU-X E1-310,2
3707,SHROGAEI VI-M B54-1,2
3708,SHROGAEI VP-W D2-2202,2
3709,SHROGAEI YS-F D12-1679,2
3710,SHROGAEI YS-F D12-1984,2
3711,SHROGEAU YU-P E5-3386,6
3712,SHRONGIO EL-Y D2864,
3713,SHRONGIO WT-A C180,
3714,SHRONGIO WT-A C201,
3715,SHRONGIO WT-A C202,
3716,SHRONGIO WT-A C531,
3717,SHRONGIO XT-A C309,
3718,SIFAEA BL-P D5-76,
3719,SIFEAE IZ-V C16-7,18
3720,SIFI EK-P C19-6,
3721,SIFI EZ-S D3-87,18
3722,SIFI FV-G D10-56,
3723,SIFI HO-D B40-3,
3724,SIFI NF-A C3,18
3725,SIFI PA-A C21,18
3726,SIFI SO-T B3-1,18
3727,SKARDEE,18
3728,SKAUDAI AM-B D14-138,9
3729,SKAUDAI AM-B D14-55,9
3730,SKAUDAI AM-B D14-60,9
3731,SKAUDAI BH-B D14-47,9
3732,SKAUDAI BM-B D14-192,9
3733,SKAUDAI BY-C C28-21,9
3734,SKAUDAI CH-B D14-28,
3735,SKAUDAI CH-B D14-34,9
3736,SKAUDAI CH-B D14-73,9
3737,SKAUDAI CH-B D14-81,9
3738,SKAUDAI DC-B D14-13,
3739,SKAUDAI DC-B D14-49,9
3740,SKAUDAI DC-B D14-7,9
3741,SKAUDAI EC-B D14-14,9
3742,SKAUDAI EC-B D14-18,9
3743,SKAUDAI EE-B C29-2,9
3744,SKAUDAI FX-A D14-10,9
3745,SKAUDAI GO-C C28-10,9
3746,SKAUDAI GX-A D14-5,9
3747,SKAUDAI HP-Y C1-0,9
3748,SKAUDAI HV-X D1-1,9
3749,SKAUDAI HZ-A C29-2,9
3750,SKAUDAI IU-A C29-9,9
3751,SKAUDAI JP-A C29-5,9
3752,SKAUDAI KX-M B52-6,9
3753,SKAUDAI QO-B B58-5,
3754,SKAUDAI QT-B B58-1,
3755,SKAUDAI TZ-E D12-220,9
3756,SKAUDAI XE-P D6-72,9
3757,SKAUDAI XK-Z B58-4,9
3758,SKAUDAI ZL-B D14-0,9
3759,SKAUDAI ZR-D C28-81,9
3760,SKAUDAI ZW-E C27-19,9
3761,SKAUDAO TL-B D14-63,
3762,SKAUDE AA-A H294,9
3763,SKAUDE DJ-W B45-0,9
3764,SKAUDE DL-B C2-21,9
3765,SKAUDE GP-P B38-6,9
3766,SKAUDE HB-G B30-0,9
3767,SKAUDE IM-A C15-6,9
3768,SKAUDE NY-W C16-34,9
3769,SKAUDE NZ-F D11-12,9
3770,SKAUDE ON-T E3-315,9
3771,SKAUDE ON-T E3-390,9
3772,SKAUDE ON-T E3-80,9
3773,SKAUDE PP-F C27-6,9
3774,SKAUDE QE-Q E5-11,9
3775,SKAUDE RY-Y D1-310,9
3776,SKAUDE XL-S B9-10,9
3777,SKAUDE YI-L B39-5,9
3778,SKAUDE YU-V D3-94,9
3779,SKAUDOAE JO-O D7-96,9
3780,SKAUDOU ER-V B19-1,9
3781,SKAUDOU HN-G B57-2,9
3782,SKAUDOU LG-E B2-5,9
3783,SLAIYOOE LG-Y D19,24
3784,SLAIYOOE OX-L D7-6,24
3785,SLAIYOOE ZZ-O C19-0,24
3786,SLAIYU VY-S D3-10,23
3787,SLAIYUE YI-B C13-0,24
3788,SLEGAO CW-S B9-0,
3789,SLEGAO DM-P C8-4,
3790,SLEGAO GL-F C27-0,34
3791,SLEGAO SV-B D14-5,34
3792,SLEGAO UU-X E1-1,34
3793,SLEGE CE-B D3,
3794,SLEGE QO-Q D5-0,
3795,SLEGI BL-A B20-0,34
3796,SLEGI KM-Z B6-1,34
3797,SLEGI RN-X B7-0,34
3798,SLENGIE TJ-Z E1,
3799,SLENGOA MJ-C B0,19
3800,SLULEE MD-R C5-14,9
3801,SLULEE NE-O C7-21,9
3802,SLYAIKS GX-B C16-0,31
3803,SMOJAI DV-O B6-0,18
3804,SMOJAI FC-D D12-60,18
3805,SMOJAI FV-P C5-12,18
3806,SMOJAI IR-W D1-11,18
3807,SMOJAI ST-R C4-0,18
3808,SMOJAI UD-T D3-4,18
3809,SMOJAI XE-R E4-2,18
3810,SMOJAI YL-R B32-1,18
3811,SMOJOO DL-Y E5,18
3812,SMOJOO HL-X C1-8,18
3813,SMOJOO IS-I B10-2,18
3814,SMOJOOE JD-J D9-11,18
3815,SMOJOOE SU-V C16-5,18
3816,SMOJUE CV-O B9-0,18
3817,SMOJUE DL-P D5-50,18
3818,SMOJUE EK-Y B14-2,18
3819,SMOJUE GJ-X B42-1,18
3820,SMOJUE SF-J C11-0,18
3821,SMOJUE WW-O B6-1,18
3822,SMOOTAE FH-J B36-2,25
3823,SMOOTIAE NL-P D5-152,24
3824,SMOOTIAE QY-G C24-7,24
3825,SMOOTOAE DR-N C6-12,24
3826,SMOOTOAE GA-A C41,24
3827,SMOOTOAE QO-Z C16-0,24
3828,SMOOTOAE RY-S D3-79,24
3829,SMOOTOAE TL-U B16-12,24
3830,SNAKE SECTOR HR-W D1-35,18
3831,SNAKE SECTOR PD-S B4-6,18
3832,SNOTRICOPA,
3833,SOIJUA LH-M D7-3,9
3834,SOL,18
3835,SOONTILL,
3836,SOTHIS,18
3837,SOUL SECTOR KR-W C1-13,33
3838,SPAIDI BT-U D2-0,41
3839,SPAIDI WM-W D1-0,41
3840,SPASE SJ-R D4-3,11
3841,SPIROGRAPH SECTOR CQ-Y D15,
3842,SPLIERG FG-Y C0,41
3843,SPLOJUA TJ-R E4-878,3
3844,SPOIHAAE TJ-O D7-145,9
3845,SPOIHAAE XE-X D2-9,9
3846,SPONGAEA MZ-S B45-0,31
3847,SPOORE DH-M D7-15,27
3848,SPOORUAE CC-S D5-10,14
3849,SPOORUAE DA-A D290,14
3850,SSTGLMC G013.9529-00.4460,18
3851,STATUE OF LIBERTY SECTOR DL-Y D25,35
3852,STATUE OF LIBERTY SECTOR DL-Y D28,35
3853,STATUE OF LIBERTY SECTOR ER-V B2-1,35
3854,STRAAE EOHN NA-L D9-6,
3855,STRAAE EOHN QP-N C23-0,40
3856,STRAAE EOHN RF-H C13-0,40
3857,STRAAE EOHN WX-F D12-4,
3858,STRANOA IR-N D6-238,
3859,STRANOA QY-Z C13-9,
3860,STREAU EOP NC-T D4-1,
3861,STREAU EOP UZ-I C12-0,40
3862,STREAU EOP VZ-W D2-2,
3863,STREAU EOP ZP-N C23-0,40
3864,STRIECHOO AW-C D3,13
3865,STRIECHOO IP-B C2-0,13
3866,STRUVE'S LOST SECTOR DL-Y D40,18
3867,STRUVE'S LOST SECTOR EW-M B7-1,18
3868,STRUVE'S LOST SECTOR EW-W C1-1,18
3869,STRUVE'S LOST SECTOR GR-M B7-1,
3870,STRUVE'S LOST SECTOR HR-W D1-29,18
3871,STRUVE'S LOST SECTOR LX-K B8-2,
3872,STRUVE'S LOST SECTOR NN-T C3-1,18
3873,STRUVE'S LOST SECTOR NN-T C3-6,18
3874,STRUVE'S LOST SECTOR OI-T C3-3,
3875,STUELOU BS-W B56-2,9
3876,STUELOU IC-S D5-1015,9
3877,STUELOU UC-E B15-0,
3878,STUELOU UJ-O D7-794,
3879,STUELUE FE-E D13-218,
3880,STUEMEAE AF-R B4-28,1
3881,STUEMEAE AW-E C11-558,1
3882,STUEMEAE BA-A C5129,1
3883,STUEMEAE BA-A D6708,1
3884,STUEMEAE BA-A D7798,1
3885,STUEMEAE BA-A D8798,1
3886,STUEMEAE BQ-G B10-199,1
3887,STUEMEAE CA-A C8640,1
3888,STUEMEAE CG-X C1-7503,1
3889,STUEMEAE EA-A C7963,1
3890,STUEMEAE FG-Y D7916,1
3891,STUEMEAE FG-Y D8450,1
3892,STUEMEAE GP-B C2-7,
3893,STUEMEAE GW-W C1-5833,1
3894,STUEMEAE HS-Q C19-4087,1
3895,STUEMEAE IP-B C2-1446,1
3896,STUEMEAE IR-W C1-6152,1
3897,STUEMEAE KI-R D5-3232,1
3898,STUEMEAE KM-W C1-342,1
3899,STUEMEAE KM-W C1-6140,1
3900,STUEMEAE KM-W C1-6886,1
3901,STUEMEAE KM-W C1-8086,1
3902,STUEMEAE MO-I C9-3322,1
3903,STUEMEAE MS-U D2-6218,1
3904,STUEMEAE OS-U B2-86,1
3905,STUEMEAE PD-I C23-6748,1
3906,STUEMEAE PD-J C9-7914,1
3907,STUEMEAE PT-Z D4271,
3908,STUEMEAE SI-K C8-3357,1
3909,STUEMEAE UY-S B3-76,1
3910,STUEMEAE VE-R C4-7293,1
3911,STUEMEAE WC-U C19-943,1
3912,STUEMEAE YQ-C D281,1
3913,STUEMEAE YX-D C1-25,1
3914,STUEMEAE ZP-G C10-8570,1
3915,STUEMEAE ZQ-C D2480,1
3916,STUEMEAE ZV-M D7-4647,1
3917,SUTCHAE CG-N C20-8,24
3918,SUTCHAE WT-Q C18-14,24
3919,SUVUA IM-W D1-20,22
3920,SUVUA UY-S D3-7,22
3921,SVANTICANI,18
3922,SWOILZ AH-Y B3-0,
3923,SWOILZ AK-S B19-0,18
3924,SWOILZ BH-G B3-4,
3925,SWOILZ DX-S C4-0,18
3926,SWOILZ EA-C C2-4,
3927,SWOILZ EB-X C17-1,18
3928,SWOILZ FI-D B2-0,18
3929,SWOILZ GH-C B16-0,18
3930,SWOILZ II-K D8-0,18
3931,SWOILZ IX-F C11,
3932,SWOILZ KV-N B7-0,18
3933,SWOILZ LD-A D1-23,
3934,SWOILZ LG-A C3-25,
3935,SWOILZ LH-G B3-0,18
3936,SWOILZ LH-Z B31-0,
3937,SWOILZ OI-Z D1-33,
3938,SWOILZ OI-Z D1-59,
3939,SWOILZ PC-U C3-0,18
3940,SWOILZ PI-F C22,
3941,SWOILZ PN-F C13,
3942,SWOILZ PT-Z B32-1,18
3943,SWOILZ QE-T C6-13,18
3944,SWOILZ WG-U C16-0,
3945,SWOILZ XM-P B7-0,18
3946,SWOILZ ZV-C D82,18
3947,SWOIPHS SK-D C13-0,18
3948,SWOIRSTS UJ-D B17-5,33
3949,SWOIWNS BM-I B43-7,18
3950,SWOIWNS CZ-E C4,18
3951,SWOIWNS DT-F D12-43,18
3952,SWOIWNS HV-H B55-1,18
3953,SWOIWNS NV-Y D6,18
3954,SWOIWNS RH-C D45,18
3955,SWOIWNS VC-Z C2-7,18
3956,SWOIWNS WK-D D13-42,18
3957,SWUENOE PX-S D4-7,24
3958,SWUENOI UW-M C23-4,24
3959,SYNEAYOEA VN-S C17-0,40
3960,SYNEAYOI DD-D C12-0,40
3961,SYNEAYOI RJ-I C9-0,40
3962,SYNOOKUA LK-R B4-25,
3963,SYNOOKUA QC-U D3-34,
3964,SYNUEFAI AB-L C22-1,18
3965,SYNUEFAI BH-J C23-1,18
3966,SYNUEFAI BQ-B C2-0,18
3967,SYNUEFAI CG-T B47-0,18
3968,SYNUEFAI DH-C D13-7,18
3969,SYNUEFAI DZ-I B29-2,18
3970,SYNUEFAI FC-T C4-0,18
3971,SYNUEFAI GW-B B43-0,18
3972,SYNUEFAI IO-B C16-13,18
3973,SYNUEFAI IS-R D5-11,18
3974,SYNUEFAI OE-S C20-7,18
3975,SYNUEFAI OQ-Z B32-1,18
3976,SYNUEFAI QI-R C5-0,18
3977,SYNUEFAI QI-U B35-0,18
3978,SYNUEFAI RK-Y C17-3,18
3979,SYNUEFAI RR-W D1-0,18
3980,SYNUEFAI SZ-M D8-68,18
3981,SYNUEFAI UA-Y C17-4,
3982,SYNUEFAI UZ-M D8-63,
3983,SYNUEFAI WV-X C17-12,18
3984,SYNUEFAI YQ-X C17-7,18
3985,SYNUEFAI YQ-X C17-8,18
3986,SYNUEFE AA-P C22-7,18
3987,SYNUEFE AH-J D10-103,
3988,SYNUEFE AH-J D10-20,
3989,SYNUEFE AH-J D10-46,
3990,SYNUEFE AK-B B32-2,
3991,SYNUEFE AK-Y C17-5,
3992,SYNUEFE AN-F C26-2,18
3993,SYNUEFE AN-H D11-101,18
3994,SYNUEFE AR-M D7-0,18
3995,SYNUEFE AU-Z C16-3,
3996,SYNUEFE BE-R C21-35,
3997,SYNUEFE BF-P C22-0,18
3998,SYNUEFE BF-P D6-0,18
3999,SYNUEFE BH-J D10-68,
4000,SYNUEFE BN-H D11-91,
4001,SYNUEFE BO-G B44-6,18
4002,SYNUEFE BO-S C20-18,18
4003,SYNUEFE BR-H C12-0,
4004,SYNUEFE BS-M C7-0,18
4005,SYNUEFE BZ-Q C21-11,
4006,SYNUEFE CA-F C28-19,18
4007,SYNUEFE CC-J D10-33,18
4008,SYNUEFE CE-R C21-6,
4009,SYNUEFE CF-P C22-11,18
4010,SYNUEFE CL-R B49-1,18
4011,SYNUEFE CN-H D11-63,
4012,SYNUEFE CQ-A B32-0,
4013,SYNUEFE CS-H D11-121,
4014,SYNUEFE CS-K B41-3,
4015,SYNUEFE CU-R C20-8,18
4016,SYNUEFE CW-V C18-6,18
4017,SYNUEFE CY-G B44-5,18
4018,SYNUEFE DE-P B39-3,18
4019,SYNUEFE DJ-G B44-3,
4020,SYNUEFE DK-D B46-12,
4021,SYNUEFE DK-D B46-4,
4022,SYNUEFE DK-P C22-35,
4023,SYNUEFE DP-Z C16-19,
4024,SYNUEFE DZ-Q C21-14,
4025,SYNUEFE DZ-X B34-4,
4026,SYNUEFE EA-U B50-3,
4027,SYNUEFE EC-K D9-18,
4028,SYNUEFE ED-I B43-8,
4029,SYNUEFE EF-Q D5-4,
4030,SYNUEFE EN-H D11-10,18
4031,SYNUEFE EN-H D11-104,
4032,SYNUEFE EN-H D11-106,18
4033,SYNUEFE EN-H D11-28,18
4034,SYNUEFE EN-H D11-29,
4035,SYNUEFE EN-H D11-5,
4036,SYNUEFE EN-H D11-96,18
4037,SYNUEFE ES-R D5-25,
4038,SYNUEFE EU-Q C21-10,18
4039,SYNUEFE EU-Q C21-15,18
4040,SYNUEFE EZ-F B44-2,
4041,SYNUEFE FF-P C22-35,
4042,SYNUEFE FG-T C18-2,
4043,SYNUEFE FK-P C22-2,18
4044,SYNUEFE FL-O B36-0,
4045,SYNUEFE FM-T D4-32,
4046,SYNUEFE FM-Z B47-6,18
4047,SYNUEFE FN-H D11-9,18
4048,SYNUEFE FU-E B45-5,
4049,SYNUEFE FZ-A C16-9,
4050,SYNUEFE GD-J B42-1,
4051,SYNUEFE GE-G B44-1,18
4052,SYNUEFE GI-Z B18-0,
4053,SYNUEFE GJ-G B44-9,
4054,SYNUEFE GK-D A108-2,18
4055,SYNUEFE GK-T B22-0,
4056,SYNUEFE GM-L C24-12,
4057,SYNUEFE GQ-N C23-21,
4058,SYNUEFE GR-V E2-4,18
4059,SYNUEFE GT-H B43-1,18
4060,SYNUEFE GV-T B50-4,18
4061,SYNUEFE GZ-I B28-0,
4062,SYNUEFE HA-P C22-22,
4063,SYNUEFE HE-G B44-5,
4064,SYNUEFE HE-U C18-0,
4065,SYNUEFE HF-P C22-17,
4066,SYNUEFE HL-N C23-4,
